LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
4,12.64,12.64,3,12.46,12.46,2,12.37,12.37,1,12.35,12.35
1,8.88,21.52,4,9.47,21.93,3,9.51,21.88,2,9.49,21.84
1,9.52,31.04,3,9.36,31.29,4,9.44,31.32,2,9.36,31.20
1,9.42,40.46,3,9.29,40.58,4,9.28,40.60,2,9.31,40.51
1,9.15,49.61,3,9.34,49.92,4,9.37,49.97,2,9.34,49.85
1,9.42,59.03,4,9.38,59.30,3,9.28,59.25,2,9.29,59.14
1,9.31,1:08.34,4,9.81,1:09.11,2,9.24,1:08.49,3,9.40,1:08.54
1,9.48,1:17.82,4,9.93,1:19.04,3,9.60,1:18.09,2,9.45,1:17.99
1,9.71,1:27.524,4,10.43,1:29.462,3,9.70,1:27.784,2,9.76,1:27.747
