WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME
1,6.89,6.89,2,7.00,7.00,3,7.19,7.19,5,7.48,7.48,4,7.28,7.28
1,8.72,15.61,2,8.77,15.77,3,9.03,16.22,5,8.94,16.42,4,9.03,16.31
1,8.41,24.02,2,8.45,24.22,5,8.81,25.03,4,8.54,24.96,3,8.54,24.85
1,8.49,32.51,2,8.57,32.79,5,8.86,33.89,4,8.68,33.64,3,8.70,33.55
1,8.67,41.18,2,8.65,41.44,4,8.93,42.82,3,8.75,42.39,5,9.31,42.86
