KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Azamat SULTANALIYEV POSITION,Azamat SULTANALIYEV LAP TIME,Azamat SULTANALIYEV ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
1,6.680,6.680,2,7.170,7.170,3,7.200,7.200,4,7.380,7.380
1,9.170,15.850,3,9.510,16.690,4,9.550,16.750,2,9.230,16.620
1,8.960,24.820,4,9.730,26.430,3,9.530,26.290,2,9.610,26.240
1,9.040,33.860,4,9.500,35.940,3,9.640,35.930,2,9.640,35.880
1,9.480,43.340,2,9.660,45.610,3,9.720,45.660,4,9.860,45.750
