Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME
3,13.94,13.94,4,14.08,14.08,2,13.85,13.85,1,13.75,13.75
1,11.10,25.04,4,11.28,25.36,3,11.29,25.14,2,11.31,25.06
1,10.18,35.22,4,10.19,35.55,2,10.21,35.35,3,10.30,35.36
1,9.91,45.13,4,9.97,45.52,3,10.02,45.37,2,9.88,45.24
1,9.55,54.68,4,9.51,55.03,3,9.53,54.90,2,9.57,54.81
1,9.29,1:03.97,3,9.15,1:04.18,2,9.15,1:04.05,4,9.54,1:04.35
1,9.26,1:13.23,3,9.28,1:13.46,2,9.24,1:13.29,4,10.46,1:14.81
2,9.32,1:22.55,3,9.43,1:22.89,1,8.91,1:22.20,4,10.16,1:24.97
2,9.65,1:32.193,3,9.79,1:32.680,1,9.19,1:31.389,4,11.60,1:36.562
