CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME
1,7.28,7.28,2,7.49,7.49,3,7.68,7.68,4,7.96,7.96
1,9.37,16.65,2,9.60,17.09,3,9.60,17.28,4,9.72,17.68
1,9.03,25.68,2,9.25,26.34,3,9.07,26.35,4,9.24,26.92
1,9.19,34.87,3,9.54,35.88,2,9.44,35.79,4,9.33,36.25
1,9.38,44.242,3,9.53,45.409,2,9.49,45.276,4,9.55,45.792
