NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Valentyn DANILOVSKYI POSITION,Valentyn DANILOVSKYI LAP TIME,Valentyn DANILOVSKYI ELAPSED TIME,Alvaro PENA POSITION,Alvaro PENA LAP TIME,Alvaro PENA ELAPSED TIME
1,13.62,13.62,2,13.79,13.79,3,13.90,13.90,4,14.00,14.00
1,10.50,24.12,2,10.46,24.25,3,10.45,24.35,4,10.47,24.47
1,10.00,34.12,2,10.00,34.25,3,10.02,34.37,4,9.99,34.46
1,9.91,44.03,2,9.91,44.16,3,9.92,44.29,4,22.85,57.31
1,9.71,53.74,2,9.71,53.87,3,9.68,53.97,4,17.83,1:15.14
1,9.33,1:03.07,2,9.30,1:03.17,3,9.55,1:03.52,4,12.54,1:27.68
1,9.17,1:12.24,2,9.20,1:12.37,3,9.69,1:13.21,4,11.78,1:39.46
1,9.16,1:21.40,2,9.14,1:21.51,3,10.08,1:23.29,4,11.41,1:50.87
1,9.26,1:30.657,2,9.24,1:30.742,3,10.54,1:33.823,4,11.41,2:02.277
