J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME
1,6.720,6.720,2,6.820,6.820,3,7.100,7.100,4,7.250,7.250
1,9.040,15.760,2,9.030,15.850,3,9.050,16.150,4,9.100,16.360
1,8.610,24.380,3,8.950,24.800,2,8.580,24.740,4,9.020,25.380
1,9.040,33.420,3,9.090,33.900,2,8.950,33.690,4,9.000,34.380
1,9.160,42.590,3,9.620,43.520,2,9.140,42.840,4,9.310,43.700
