Ivan BELOV POSITION,Ivan BELOV LAP TIME,Ivan BELOV ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Tomislav DUGI POSITION,Tomislav DUGI LAP TIME,Tomislav DUGI ELAPSED TIME
3,14.062,14.062,2,13.915,13.915,4,14.225,14.225,1,13.795,13.795,5,14.703,14.703
4,10.061,24.123,3,10.068,23.982,2,9.675,23.900,1,10.007,23.801,5,10.229,24.931
3,10.851,34.974,2,10.888,34.869,4,11.137,35.036,1,10.849,34.650,5,10.503,35.433
3,10.703,45.677,1,10.529,45.398,4,10.675,45.711,2,10.962,45.612,5,10.910,46.343
3,9.983,55.660,1,9.919,55.316,4,10.038,55.749,2,9.933,55.545,5,11.001,57.344
4,9.891,1:05.550,1,9.798,1:05.114,3,9.573,1:05.321,2,9.762,1:05.307,5,11.262,1:08.605
4,9.770,1:15.320,1,9.446,1:14.560,2,9.267,1:14.588,3,9.576,1:14.883,5,11.868,1:20.473
4,9.954,1:25.273,1,9.453,1:24.012,2,9.428,1:24.015,3,9.534,1:24.416,5,11.895,1:32.367
4,10.25,1:35.515,2,9.57,1:33.581,1,9.46,1:33.467,3,9.72,1:34.127,5,12.26,1:44.623
