Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME
1,14.380,14.380,4,14.650,14.650,3,14.600,14.600,2,14.440,14.440
1,9.850,24.230,2,9.720,24.370,3,10.130,24.740,4,10.640,25.090
1,9.560,33.790,3,9.940,34.310,4,9.660,34.410,2,9.120,34.220
1,10.230,44.020,2,9.940,44.260,3,9.860,44.270,4,12.070,46.290
1,9.610,53.640,2,9.530,53.790,4,10.070,54.350,3,7.560,53.860
1,9.940,1:03.580,2,9.810,1:03.600,4,9.450,1:03.800,3,9.910,1:03.770
3,9.790,1:13.370,2,9.720,1:13.330,1,9.450,1:13.250,4,9.970,1:13.750
1,8.990,1:22.370,2,9.610,1:22.950,3,9.780,1:23.040,4,10.390,1:24.150
1,9.530,1:31.900,2,9.220,1:32.170,3,9.240,1:32.280,4,10.910,1:35.060
