Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
1,12.93,12.93,2,13.23,13.23,3,13.31,13.31,4,13.40,13.40
1,10.39,23.32,2,10.23,23.46,3,10.24,23.55,4,10.27,23.67
1,10.14,33.46,2,10.12,33.58,3,10.10,33.65,4,10.12,33.79
1,10.02,43.48,2,10.03,43.61,3,10.00,43.65,4,9.97,43.76
1,9.82,53.30,2,9.78,53.39,3,9.81,53.46,4,9.89,53.65
1,9.88,1:03.18,2,9.90,1:03.29,3,9.90,1:03.36,4,9.83,1:03.48
1,9.97,1:13.15,3,9.95,1:13.24,2,9.82,1:13.18,4,9.86,1:13.34
4,10.20,1:23.35,2,9.77,1:23.01,1,9.67,1:22.85,3,9.68,1:23.02
4,10.74,1:34.089,3,9.92,1:32.929,2,9.93,1:32.776,1,9.57,1:32.589
