BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Leon BLOEMHOF POSITION,Leon BLOEMHOF LAP TIME,Leon BLOEMHOF ELAPSED TIME,MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME
4,7.62,7.62,5,7.63,7.63,1,6.88,6.88,3,7.23,7.23,2,6.93,6.93
5,9.44,17.06,4,9.30,16.93,2,9.13,16.01,3,8.85,16.08,1,8.92,15.85
5,8.79,25.85,4,8.77,25.70,3,8.82,24.83,2,8.49,24.57,1,8.48,24.33
5,8.91,34.76,4,8.83,34.53,3,8.72,33.55,2,8.55,33.12,1,8.55,32.88
5,9.00,43.76,4,9.15,43.68,3,8.88,42.43,2,8.74,41.86,1,8.77,41.65
