Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
2,7.60,7.60,1,7.41,7.41,3,7.74,7.74,4,8.00,8.00
2,9.78,17.38,1,9.86,17.27,3,9.80,17.54,4,10.03,18.03
2,9.45,26.83,1,9.48,26.75,3,9.43,26.97,4,9.66,27.69
1,9.57,36.40,2,9.68,36.43,3,9.60,36.57,4,9.97,37.66
1,9.76,46.156,2,10.12,46.542,3,10.05,46.614,4,10.51,48.167
