Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Josef MIKA POSITION,Josef MIKA LAP TIME,Josef MIKA ELAPSED TIME,Ben SOUTHEE POSITION,Ben SOUTHEE LAP TIME,Ben SOUTHEE ELAPSED TIME,Bulat VALIULLIN POSITION,Bulat VALIULLIN LAP TIME,Bulat VALIULLIN ELAPSED TIME,LOUGHREY Stuart POSITION,LOUGHREY Stuart LAP TIME,LOUGHREY Stuart ELAPSED TIME
1,14.135,14.135,4,14.181,14.181,5,14.354,14.354,3,14.170,14.170,2,14.136,14.136
4,10.747,24.882,3,10.674,24.855,5,10.618,24.972,2,10.674,24.844,1,10.527,24.662
2,10.499,35.380,1,10.502,35.356,5,10.670,35.641,4,10.696,35.540,3,10.786,35.447
1,9.723,45.103,5,10.182,45.537,3,9.877,45.518,2,9.770,45.309,4,10.079,45.526
1,9.388,54.491,4,9.793,55.330,3,9.351,54.869,2,9.458,54.767,5,9.946,55.471
1,9.594,1:04.085,4,9.854,1:05.183,3,9.722,1:04.591,2,9.471,1:04.238,5,9.888,1:05.358
1,9.547,1:13.632,4,10.306,1:15.489,3,9.750,1:14.341,2,9.609,1:13.847,5,10.212,1:15.570
1,9.688,1:23.319,5,11.226,1:26.714,3,10.187,1:24.527,2,9.692,1:23.539,4,10.263,1:25.832
1,9.58,1:32.897,5,11.74,1:38.454,3,10.46,1:34.987,2,9.55,1:33.086,4,10.79,1:36.617
