TOTH Timea POSITION,TOTH Timea LAP TIME,TOTH Timea ELAPSED TIME,Elisabeth WITT POSITION,Elisabeth WITT LAP TIME,Elisabeth WITT ELAPSED TIME,PARK Jung Hyun POSITION,PARK Jung Hyun LAP TIME,PARK Jung Hyun ELAPSED TIME
1,7.75,7.75,3,8.20,8.20,2,8.02,8.02
1,10.13,17.88,3,10.46,18.66,2,9.90,17.92
2,10.06,27.94,3,10.36,29.02,1,9.60,27.52
2,10.14,38.08,3,10.24,39.26,1,9.80,37.32
2,10.65,48.725,3,10.48,49.737,1,9.63,46.948
