Aafke SOET POSITION,Aafke SOET LAP TIME,Aafke SOET ELAPSED TIME,WARREN Sarah POSITION,WARREN Sarah LAP TIME,WARREN Sarah ELAPSED TIME,GAMORINA Anna POSITION,GAMORINA Anna LAP TIME,GAMORINA Anna ELAPSED TIME
1,16.25,16.25,3,16.41,16.41,2,16.38,16.38
1,13.22,29.47,3,13.19,29.60,2,13.21,29.59
1,12.74,42.21,2,12.84,42.44,3,12.89,42.48
1,11.41,53.62,2,11.20,53.64,3,11.33,53.81
1,10.42,1:04.04,3,10.76,1:04.40,2,10.30,1:04.11
1,10.05,1:14.09,3,9.97,1:14.37,2,10.00,1:14.11
3,10.46,1:24.55,2,10.01,1:24.38,1,9.95,1:24.06
3,10.14,1:34.69,2,10.29,1:34.67,1,10.07,1:34.13
3,10.48,1:45.165,2,10.34,1:45.006,1,10.52,1:44.645
