Claude GILBERT POSITION,Claude GILBERT LAP TIME,Claude GILBERT ELAPSED TIME,Istvan GAL ORAVECZ POSITION,Istvan GAL ORAVECZ LAP TIME,Istvan GAL ORAVECZ ELAPSED TIME,Serdar ILTIR POSITION,Serdar ILTIR LAP TIME,Serdar ILTIR ELAPSED TIME,Milos APELTAUER POSITION,Milos APELTAUER LAP TIME,Milos APELTAUER ELAPSED TIME
1,7.04,7.04,2,7.31,7.31,4,7.75,7.75,3,7.49,7.49
1,9.37,16.41,2,9.65,16.96,4,9.81,17.56,3,9.47,16.96
1,8.98,25.39,3,9.36,26.32,4,9.43,26.99,2,8.89,25.85
1,9.00,34.39,3,9.67,35.99,4,9.50,36.49,2,8.97,34.82
1,9.21,43.594,3,10.10,46.082,4,9.89,46.375,2,9.23,44.047
