Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Serdar ILTIR POSITION,Serdar ILTIR LAP TIME,Serdar ILTIR ELAPSED TIME,YU Yongjun POSITION,YU Yongjun LAP TIME,YU Yongjun ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME
1,13.09,13.09,3,13.37,13.37,2,13.19,13.19,4,13.41,13.41
2,10.06,23.15,4,10.01,23.38,1,9.96,23.15,3,9.77,23.18
3,9.68,32.83,4,9.67,33.05,1,9.46,32.61,2,9.57,32.75
3,9.75,42.58,4,9.78,42.83,1,9.75,42.36,2,9.74,42.49
3,9.76,52.34,4,9.87,52.70,1,9.76,52.12,2,9.79,52.28
3,9.41,1:01.75,4,9.99,1:02.69,1,9.46,1:01.58,2,9.46,1:01.74
2,9.36,1:11.11,4,10.43,1:13.12,1,9.35,1:10.93,3,9.81,1:11.55
2,9.38,1:20.49,4,10.78,1:23.90,1,9.43,1:20.36,3,9.98,1:21.53
2,9.90,1:30.381,4,10.96,1:34.853,1,9.90,1:30.256,3,10.12,1:31.642
