Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Robin van STEEN POSITION,Robin van STEEN LAP TIME,Robin van STEEN ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
2,7.13,7.13,1,7.00,7.00,3,7.45,7.45,4,7.46,7.46
2,9.10,16.23,1,9.11,16.11,4,9.65,17.10,3,9.27,16.73
2,8.67,24.90,1,8.73,24.84,4,9.22,26.32,3,9.03,25.76
2,9.23,34.13,1,9.18,34.02,4,9.42,35.74,3,9.24,35.00
2,9.26,43.388,1,9.34,43.358,4,9.84,45.576,3,9.48,44.477
