Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.76,6.76,3,7.36,7.36,2,7.08,7.08,4,7.43,7.43
1,9.37,16.14,3,9.49,16.85,2,9.36,16.44,4,9.46,16.90
1,8.89,25.04,3,9.18,26.03,2,9.15,25.60,4,9.19,26.10
1,9.17,34.22,3,9.42,35.46,2,9.01,34.61,4,9.46,35.56
1,9.66,43.871,3,9.49,44.941,2,9.72,44.321,4,9.45,45.002
