Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Jessica AUSMA POSITION,Jessica AUSMA LAP TIME,Jessica AUSMA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
1,7.55,7.55,4,8.59,8.59,2,7.64,7.64,3,7.82,7.82
2,9.65,17.21,1,8.60,17.20,3,9.66,17.30,4,9.74,17.57
2,9.48,26.70,4,9.76,26.96,1,9.38,26.68,3,9.25,26.82
1,9.55,36.25,3,9.40,36.37,2,9.61,36.30,4,9.76,36.59
1,9.78,46.024,4,9.96,46.326,2,9.80,46.100,3,9.63,46.218
