Guillaume BLAIS DUFOUR POSITION,Guillaume BLAIS DUFOUR LAP TIME,Guillaume BLAIS DUFOUR ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Emil KARNEEV POSITION,Emil KARNEEV LAP TIME,Emil KARNEEV ELAPSED TIME
1,13.41,13.41,3,13.67,13.67,2,13.48,13.48,4,13.85,13.85
1,10.97,24.38,3,10.90,24.57,2,10.97,24.45,4,10.90,24.75
2,10.72,35.10,3,10.69,35.26,1,10.59,35.04,4,10.63,35.38
1,9.40,44.50,3,9.44,44.70,2,9.46,44.50,4,9.34,44.72
1,9.55,54.05,3,9.57,54.27,2,9.61,54.11,4,9.66,54.38
1,9.15,1:03.20,3,9.08,1:03.35,2,9.16,1:03.27,4,9.17,1:03.55
2,9.30,1:12.50,3,9.21,1:12.56,1,9.19,1:12.46,4,9.20,1:12.75
3,9.35,1:21.85,2,9.26,1:21.82,1,9.15,1:21.61,4,9.22,1:21.97
4,11.13,1:32.972,2,9.30,1:31.113,1,9.39,1:31.000,3,9.21,1:31.176
