MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Jennifer PICKERING POSITION,Jennifer PICKERING LAP TIME,Jennifer PICKERING ELAPSED TIME,Milada DOSLA POSITION,Milada DOSLA LAP TIME,Milada DOSLA ELAPSED TIME,TAO Jiaying POSITION,TAO Jiaying LAP TIME,TAO Jiaying ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME
2,14.10,14.10,4,14.33,14.33,5,14.42,14.42,3,14.22,14.22,1,13.99,13.99
3,10.84,24.94,4,10.79,25.12,5,10.82,25.24,1,10.46,24.68,2,10.82,24.81
3,10.14,35.08,4,10.06,35.18,5,10.08,35.32,2,10.27,34.95,1,9.98,34.79
3,9.61,44.69,4,9.60,44.78,5,9.63,44.95,2,9.63,44.58,1,9.68,44.47
3,9.60,54.29,4,9.59,54.37,5,9.59,54.54,2,9.55,54.13,1,9.57,54.04
3,9.45,1:03.74,4,9.49,1:03.86,5,9.65,1:04.19,1,9.35,1:03.48,1,9.44,1:03.48
3,9.70,1:13.44,4,9.66,1:13.52,5,9.87,1:14.06,1,9.63,1:13.11,2,9.72,1:13.20
3,9.96,1:23.40,4,9.98,1:23.50,5,10.17,1:24.23,1,10.02,1:23.13,2,10.04,1:23.24
3,10.14,1:33.516,4,10.15,1:33.625,5,10.44,1:34.652,1,10.10,1:33.208,2,10.17,1:33.395
