Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
4,13.605,13.605,2,13.220,13.220,3,13.389,13.389,5,13.756,13.756,1,13.142,13.142
4,10.293,23.898,1,10.344,23.564,3,10.369,23.757,5,10.283,24.039,2,10.423,23.565
4,10.335,34.232,1,10.295,33.859,3,10.447,34.204,5,10.420,34.458,2,10.477,34.042
4,10.281,44.512,3,10.437,44.296,2,10.091,44.295,5,10.150,44.608,1,10.111,44.152
4,9.901,54.413,3,9.958,54.254,1,9.834,54.128,5,9.963,54.570,2,10.003,54.155
4,9.650,1:04.063,3,9.617,1:03.870,1,9.644,1:03.772,5,9.686,1:04.256,2,9.678,1:03.832
4,9.612,1:13.674,2,9.661,1:13.531,1,9.745,1:13.516,5,9.617,1:13.873,3,9.831,1:13.662
4,9.800,1:23.474,2,9.706,1:23.237,1,9.687,1:23.202,5,9.777,1:23.649,3,9.726,1:23.387
2,9.67,1:33.142,1,9.83,1:33.063,3,9.97,1:33.163,4,9.72,1:33.362,5,10.16,1:33.543
