Aleksandr KOVAL POSITION,Aleksandr KOVAL LAP TIME,Aleksandr KOVAL ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,LIN Chun-Chieh POSITION,LIN Chun-Chieh LAP TIME,LIN Chun-Chieh ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,de Vin WONG POSITION,de Vin WONG LAP TIME,de Vin WONG ELAPSED TIME
1,14.28,14.28,3,14.49,14.49,4,14.49,14.49,2,14.39,14.39,5,14.72,14.72
1,11.65,25.93,3,11.67,26.16,4,11.81,26.30,2,11.66,26.05,5,11.70,26.42
1,10.93,36.86,2,10.78,36.94,4,10.86,37.16,3,10.92,36.97,5,10.91,37.33
1,9.75,46.61,3,9.91,46.85,4,10.00,47.16,2,9.74,46.71,5,10.07,47.40
1,9.34,55.95,3,9.32,56.17,4,9.59,56.75,2,9.32,56.03,5,9.73,57.13
1,9.26,1:05.21,3,9.23,1:05.40,4,9.61,1:06.36,2,9.25,1:05.28,5,10.07,1:07.20
2,9.30,1:14.51,3,9.20,1:14.60,4,9.89,1:16.25,1,9.07,1:14.35,5,10.69,1:17.89
2,9.29,1:23.80,3,9.32,1:23.92,4,10.27,1:26.52,1,9.14,1:23.49,5,11.61,1:29.50
2,9.40,1:33.199,3,9.34,1:33.254,4,10.92,1:37.434,1,9.30,1:32.784,5,11.40,1:40.892
