TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Luke CULLEN POSITION,Luke CULLEN LAP TIME,Luke CULLEN ELAPSED TIME
1,6.92,6.92,2,7.06,7.06,3,7.14,7.14,4,7.27,7.27,5,7.68,7.68
1,9.00,15.92,3,9.18,16.24,2,9.07,16.21,4,9.08,16.35,5,9.42,17.10
1,8.56,24.48,3,8.92,25.16,2,8.70,24.91,4,8.91,25.26,5,8.99,26.09
1,8.55,33.03,3,8.58,33.74,2,8.60,33.51,4,8.72,33.98,5,9.21,35.30
1,8.71,41.74,3,8.72,42.457,2,8.75,42.26,4,8.81,42.791,5,9.83,45.131
