PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,ZHANG Yuting POSITION,ZHANG Yuting LAP TIME,ZHANG Yuting ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME
2,13.35,13.35,3,13.44,13.44,1,13.25,13.25,5,13.72,13.72,4,13.59,13.59
2,9.87,23.22,1,9.69,23.13,3,9.98,23.23,5,9.81,23.53,4,9.81,23.40
2,9.51,32.73,1,9.50,32.63,5,9.73,32.96,4,9.40,32.93,3,9.44,32.84
2,9.79,42.52,1,9.75,42.38,5,9.92,42.88,4,9.80,42.73,3,9.77,42.61
2,9.54,52.06,1,9.58,51.96,5,9.56,52.44,4,9.53,52.26,3,9.55,52.16
2,9.44,1:01.50,1,9.48,1:01.44,5,9.49,1:01.93,4,9.51,1:01.77,3,9.52,1:01.68
2,9.35,1:10.85,1,9.29,1:10.73,5,9.52,1:11.45,4,9.32,1:11.09,3,9.28,1:10.96
2,9.32,1:20.17,1,9.33,1:20.06,5,9.78,1:21.23,4,9.25,1:20.34,3,9.26,1:20.22
3,9.39,1:29.56,1,9.31,1:29.37,5,10.11,1:31.34,4,9.34,1:29.68,2,9.22,1:29.44
