EMONS Friso POSITION,EMONS Friso LAP TIME,EMONS Friso ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,Danylo FEDORENKO POSITION,Danylo FEDORENKO LAP TIME,Danylo FEDORENKO ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,Mathieu BERNIER POSITION,Mathieu BERNIER LAP TIME,Mathieu BERNIER ELAPSED TIME
4,13.13,13.13,1,12.87,12.87,5,13.22,13.22,2,12.96,12.96,3,13.05,13.05
4,9.95,23.08,1,9.99,22.86,5,9.93,23.15,2,9.99,22.95,3,9.95,23.00
2,9.11,32.19,1,9.26,32.12,4,9.26,32.41,5,9.49,32.44,3,9.30,32.30
2,9.70,41.89,1,9.63,41.75,3,9.56,41.97,5,9.77,42.21,4,9.78,42.08
2,9.25,51.14,1,9.27,51.02,4,9.43,51.40,5,9.27,51.48,3,9.15,51.23
2,9.17,1:00.31,1,9.15,1:00.17,5,9.37,1:00.77,4,9.02,1:00.50,3,9.19,1:00.42
2,9.11,1:09.42,1,9.17,1:09.34,5,9.46,1:10.23,4,9.19,1:09.69,3,9.12,1:09.54
2,9.12,1:18.54,1,9.07,1:18.41,5,9.93,1:20.16,4,9.09,1:18.78,3,9.09,1:18.63
2,9.18,1:27.72,1,9.22,1:27.63,5,10.24,1:30.40,4,9.53,1:28.31,3,9.26,1:27.89
