WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME
1,13.25,13.25,4,13.43,13.43,2,13.33,13.33,3,13.33,13.33
1,9.63,22.88,4,9.74,23.17,2,9.64,22.97,3,9.76,23.09
1,9.92,32.80,4,9.92,33.09,2,9.90,32.87,3,9.89,32.98
1,9.94,42.74,4,9.87,42.96,2,9.97,42.84,3,9.93,42.91
1,9.53,52.27,3,9.49,52.45,2,9.52,52.36,4,9.68,52.59
1,9.73,1:02.00,3,9.72,1:02.17,2,9.71,1:02.07,4,9.73,1:02.32
1,9.95,1:11.95,3,9.94,1:12.11,2,9.94,1:12.01,4,9.87,1:12.19
1,9.80,1:21.75,3,9.87,1:21.98,2,9.84,1:21.85,4,10.05,1:22.24
1,9.66,1:31.409,3,9.66,1:31.633,2,9.66,1:31.506,4,10.61,1:32.846
