HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME
1,12.46,12.46,2,12.60,12.60,3,12.70,12.70,4,12.74,12.74
1,9.44,21.90,4,9.65,22.25,2,9.33,22.03,3,9.37,22.11
1,9.35,31.25,4,9.34,31.59,2,9.32,31.35,3,9.34,31.45
1,9.43,40.68,4,9.43,41.02,2,9.44,40.79,3,9.44,40.89
1,9.56,50.24,4,9.56,50.58,2,9.57,50.36,3,9.57,50.46
1,9.39,59.63,4,9.42,1:00.00,2,9.42,59.78,3,9.42,59.88
1,9.35,1:08.98,4,9.34,1:09.34,2,9.33,1:09.11,3,9.34,1:09.22
1,9.27,1:18.25,4,9.29,1:18.63,2,9.17,1:18.28,3,9.36,1:18.58
1,9.10,1:27.344,3,9.33,1:27.955,2,9.44,1:27.717,4,9.84,1:28.411
