Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Jessica AUSMA POSITION,Jessica AUSMA LAP TIME,Jessica AUSMA ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME
2,14.62,14.62,3,14.74,14.74,4,14.94,14.94,1,14.51,14.51
2,11.36,25.98,3,11.36,26.10,4,11.28,26.22,1,11.37,25.88
3,10.96,36.94,2,10.82,36.92,4,10.87,37.09,1,10.95,36.83
3,10.43,47.37,2,10.31,47.23,4,10.40,47.49,1,10.32,47.15
1,10.10,57.47,3,10.46,57.69,4,10.41,57.90,2,10.42,57.57
1,9.95,1:07.42,3,9.96,1:07.65,4,9.98,1:07.88,2,9.97,1:07.54
1,9.77,1:17.19,3,9.76,1:17.41,4,9.98,1:17.86,2,9.77,1:17.31
1,10.07,1:27.26,3,10.12,1:27.53,4,10.44,1:28.30,2,10.08,1:27.39
1,10.31,1:37.565,3,10.27,1:37.791,4,10.81,1:39.110,2,10.28,1:37.667
