Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME
1,6.92,6.92,2,7.07,7.07,4,7.48,7.48,3,7.47,7.47
1,8.80,15.72,2,8.85,15.92,4,18.60,26.08,3,9.08,16.55
1,8.47,24.19,2,8.41,24.33,4,10.96,37.04,3,8.87,25.42
1,8.51,32.70,2,8.52,32.85,4,10.61,47.65,3,9.02,34.44
1,8.78,41.478,2,8.79,41.634,4,10.83,58.473,3,9.26,43.700
