Vera TRYBUL POSITION,Vera TRYBUL LAP TIME,Vera TRYBUL ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME
5,13.90,13.90,2,13.58,13.58,1,13.46,13.46,3,13.70,13.70,4,13.83,13.83
4,10.34,24.24,3,10.55,24.13,1,10.57,24.03,4,10.54,24.24,2,10.24,24.07
3,10.03,34.27,4,10.29,34.42,1,10.20,34.23,5,10.32,34.56,1,10.16,34.23
2,10.05,44.32,4,10.09,44.51,1,9.97,44.20,5,10.04,44.60,3,10.18,44.41
2,10.54,54.86,4,10.46,54.97,1,10.57,54.77,5,10.46,55.06,3,10.54,54.95
4,10.15,1:05.01,1,9.66,1:04.63,2,10.10,1:04.87,2,9.81,1:04.87,5,10.21,1:05.16
4,9.77,1:14.78,1,9.67,1:14.30,3,9.76,1:14.63,2,9.48,1:14.35,5,9.69,1:14.85
5,9.65,1:24.43,2,9.58,1:23.88,3,9.58,1:24.21,1,9.35,1:23.70,4,9.56,1:24.41
5,9.99,1:34.394,2,9.50,1:33.361,3,9.76,1:33.952,1,9.58,1:33.28,4,9.78,1:34.168
