Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME
1,7.50,7.50,2,7.69,7.69,3,7.80,7.80,4,7.90,7.90
1,10.00,17.50,2,9.92,17.61,3,9.92,17.72,4,9.83,17.73
1,9.48,26.98,2,9.47,27.08,4,9.58,27.30,3,9.41,27.14
1,9.54,36.52,2,9.54,36.62,4,9.57,36.87,3,9.58,36.72
1,9.63,46.147,2,9.59,46.210,4,9.76,46.629,3,9.56,46.272
