SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
3,12.95,12.95,2,12.81,12.81,1,12.68,12.68,4,13.07,13.07
3,9.75,22.70,2,9.88,22.69,1,9.89,22.57,4,9.77,22.84
1,9.41,32.11,3,9.63,32.32,2,9.64,32.21,4,9.58,32.42
1,9.72,41.83,3,9.71,42.03,2,9.72,41.93,4,9.72,42.14
1,9.90,51.73,3,9.95,51.98,2,9.92,51.85,4,9.93,52.07
1,9.79,1:01.52,3,9.80,1:01.78,2,9.78,1:01.63,4,9.80,1:01.87
1,9.97,1:11.49,3,9.91,1:11.69,2,9.95,1:11.58,4,9.92,1:11.79
1,9.85,1:21.34,3,9.98,1:21.67,2,9.85,1:21.43,4,10.01,1:21.80
1,9.92,1:31.254,3,9.92,1:31.586,2,9.91,1:31.338,4,9.91,1:31.708
