VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME
2,7.52,7.52,1,7.40,7.40,3,7.62,7.62,4,7.83,7.83
2,9.60,17.12,1,9.62,17.02,3,9.58,17.20,4,9.53,17.36
2,9.12,26.24,1,9.13,26.15,3,9.09,26.29,4,8.94,26.30
2,9.29,35.53,1,9.21,35.36,4,9.69,35.98,3,9.57,35.87
2,9.37,44.887,1,9.41,44.756,4,9.33,45.303,3,9.40,45.255
