HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,6.81,6.81,2,6.92,6.92,3,6.96,,4,7.08,7.08,5,7.18,7.18
1,8.80,15.61,5,9.74,16.66,4,9.60,,3,9.01,16.09,2,8.70,15.88
1,8.21,23.82,5,8.33,24.99,4,8.33,,3,8.32,24.41,2,8.21,24.09
1,8.28,32.10,5,8.28,33.27,4,8.29,,3,8.27,32.68,2,8.27,32.36
1,8.44,40.54,5,8.44,41.71,4,8.37,,3,8.48,41.16,2,8.32,40.68
