KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,SON Hakyung POSITION,SON Hakyung LAP TIME,SON Hakyung ELAPSED TIME,SUN Yingying POSITION,SUN Yingying LAP TIME,SUN Yingying ELAPSED TIME
1,14.71,14.71,4,15.08,15.08,2,14.83,14.83,3,14.99,14.99
1,11.87,26.58,4,12.02,27.10,2,11.90,26.73,3,12.00,26.99
1,11.48,38.06,4,11.32,38.42,2,11.45,38.18,3,11.40,38.39
1,10.29,48.35,3,10.17,48.59,2,10.28,48.46,4,10.30,48.69
1,10.07,58.42,3,10.03,58.62,2,10.07,58.53,4,10.04,58.73
1,10.08,1:08.50,3,10.14,1:08.76,2,10.10,1:08.63,4,10.11,1:08.84
1,9.73,1:18.23,3,9.70,1:18.46,2,9.70,1:18.33,4,9.72,1:18.56
1,9.52,1:27.75,4,9.62,1:28.08,2,9.51,1:27.84,3,9.39,1:27.95
1,9.57,1:37.312,4,9.49,1:37.566,2,9.51,1:37.345,3,9.50,1:37.447
