PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,12.08,12.08,3,12.39,12.39,2,12.21,12.21,4,12.55,12.55,5,12.61,12.61
1,9.70,21.78,3,9.51,21.90,2,9.67,21.88,5,9.65,22.20,4,9.45,22.06
1,9.40,31.18,4,9.61,31.51,2,9.42,31.30,5,9.39,31.59,3,9.36,31.42
1,9.45,40.63,4,9.42,40.93,2,9.43,40.73,5,9.49,41.08,3,9.40,40.82
1,9.28,49.91,5,9.46,50.39,2,9.27,50.00,4,9.14,50.22,3,9.26,50.08
1,8.99,58.90,5,9.04,59.43,2,8.99,58.99,4,9.03,59.25,3,8.99,59.07
1,8.88,1:07.78,5,8.82,1:08.25,2,8.89,1:07.88,4,8.88,1:08.13,3,8.92,1:07.99
1,8.85,1:16.63,5,8.86,1:17.11,2,8.88,1:16.76,4,8.79,1:16.92,3,8.78,1:16.77
1,8.89,1:25.52,5,8.99,1:26.102,4,9.18,1:25.948,3,8.82,1:25.74,2,8.86,1:25.63
