CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,LEE Mi-Yeon POSITION,LEE Mi-Yeon LAP TIME,LEE Mi-Yeon ELAPSED TIME,Ivanie BLONDIN POSITION,Ivanie BLONDIN LAP TIME,Ivanie BLONDIN ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME
1,7.56,7.56,2,7.77,7.77,3,7.87,7.87,4,8.00,8.00
1,9.59,17.15,2,9.86,17.64,3,9.79,17.67,4,9.93,17.94
1,9.26,26.41,2,9.05,26.69,3,9.02,26.69,4,9.34,27.28
1,9.33,35.74,2,9.11,35.80,3,9.10,35.80,4,9.43,36.72
3,9.87,45.610,1,9.32,45.116,2,9.53,45.321,4,9.86,46.573
