KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME
1,7.51,7.51,3,7.70,7.70,2,7.66,7.66,4,7.75,7.75
1,9.47,16.98,3,9.53,17.23,2,9.44,17.10,4,9.59,17.34
1,8.95,25.93,4,9.03,26.26,2,9.02,26.12,3,8.84,26.18
1,9.04,34.97,4,9.18,35.44,2,9.22,35.34,3,9.20,35.38
1,9.30,44.265,3,9.64,45.079,4,10.07,45.410,2,9.54,44.920
