START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
4,11.78,,1,11.27,11.27,5,11.83,11.83,3,11.57,11.57,6,11.98,11.98,2,11.44,11.44,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
4,15.98,,1,16.10,27.37,5,16.12,27.95,3,16.04,27.61,6,16.11,28.09,2,16.05,27.49,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
4,13.93,,3,14.10,41.47,5,13.92,41.87,2,13.79,41.40,6,13.92,42.01,1,13.80,41.29,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
4,11.96,,3,12.01,53.48,5,11.91,53.78,2,11.99,53.39,6,11.88,53.89,1,12.00,53.29,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
4,11.14,,2,11.12,1:04.60,5,11.14,1:04.92,3,11.23,1:04.62,6,11.14,1:05.03,1,11.24,1:04.53,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
4,10.81,,3,10.83,1:15.43,5,10.76,1:15.68,1,10.75,1:15.37,6,10.78,1:15.81,1,10.84,1:15.37,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
5,10.26,,3,10.30,1:25.73,4,10.12,1:25.80,2,10.25,1:25.62,6,10.15,1:25.96,1,10.22,1:25.59,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
5,9.66,,4,9.67,1:35.40,1,9.28,1:35.08,3,9.75,1:35.37,6,9.67,1:35.63,2,9.68,1:35.27,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
6,17.27,,3,9.39,1:44.79,2,9.59,1:44.67,4,9.52,1:44.89,5,9.48,1:45.11,1,9.37,1:44.64,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
6,32.33,,3,9.19,1:53.98,2,9.25,1:53.92,4,9.21,1:54.10,5,9.51,1:54.62,1,9.23,1:53.87,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
6,22.82,,4,9.47,2:03.45,2,9.35,2:03.27,3,9.27,2:03.37,5,9.40,2:04.02,1,9.19,2:03.06,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
,,,4,9.18,2:12.63,2,9.22,2:12.49,3,9.25,2:12.62,5,9.71,2:13.73,1,9.23,2:12.29,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
,,,3,9.17,2:21.80,2,9.21,2:21.70,4,9.45,2:22.07,5,10.06,2:23.79,1,9.21,2:21.50,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
,,,3,9.56,2:31.362,2,9.51,2:31.216,4,9.75,2:31.821,5,10.56,2:34.353,1,9.38,2:30.890,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,RankingFinals,4
