Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Tatiana ZIMOVA POSITION,Tatiana ZIMOVA LAP TIME,Tatiana ZIMOVA ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME
2,14.201,14.201,1,14.151,14.151,3,14.571,14.571,4,14.589,14.589
2,11.185,25.386,1,11.157,25.308,3,11.099,25.670,4,11.151,25.740
2,10.598,35.983,1,10.584,35.891,3,10.573,36.243,4,10.692,36.431
2,10.274,46.257,1,10.227,46.118,3,10.249,46.491,4,10.491,46.922
2,10.214,56.471,1,10.257,56.374,3,10.259,56.750,4,10.753,57.675
1,10.431,1:06.901,2,10.627,1:07.001,3,10.445,1:07.195,4,11.018,1:08.692
1,10.239,1:17.140,3,10.807,1:17.808,2,10.299,1:17.494,4,11.237,1:19.928
1,10.422,1:27.562,3,11.086,1:28.894,2,10.320,1:27.813,4,11.573,1:31.501
2,10.73,1:38.290,3,11.46,1:40.346,1,10.26,1:38.073,4,11.91,1:43.407
