START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
2,9.32,9.32,1,9.22,9.22,3,9.41,9.41,4,9.52,9.52,5,9.66,9.66,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
2,14.83,24.15,1,14.80,24.02,3,14.89,24.30,4,14.91,24.43,5,14.89,24.55,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
2,15.61,39.76,1,15.58,39.60,4,15.58,39.88,5,15.59,40.02,3,15.28,39.83,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
3,13.92,53.68,2,13.93,53.53,4,13.91,53.79,5,13.91,53.93,1,13.62,53.45,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
3,12.99,1:06.67,4,13.21,1:06.74,1,12.63,1:06.42,5,12.96,1:06.89,2,13.00,1:06.45,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
1,11.02,1:17.69,4,11.58,1:18.32,2,11.30,1:17.72,5,11.54,1:18.43,3,11.39,1:17.84,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
1,10.56,1:28.25,4,10.44,1:28.76,2,10.65,1:28.37,5,10.36,1:28.79,3,10.65,1:28.49,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
1,10.67,1:38.92,4,10.38,1:39.14,2,10.64,1:39.01,3,10.31,1:39.10,5,10.66,1:39.15,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
2,10.51,1:49.43,1,10.03,1:49.17,3,10.52,1:49.53,4,10.53,1:49.63,5,10.94,1:50.09,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
4,10.83,2:00.26,1,10.27,1:59.44,3,10.55,2:00.08,2,10.28,1:59.91,5,11.10,2:01.19,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
4,10.88,2:11.14,1,10.25,2:09.69,3,10.21,2:10.29,2,10.28,2:10.19,5,11.68,2:12.87,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
4,11.08,2:22.22,1,10.46,2:20.15,3,10.57,2:20.86,2,10.52,2:20.71,5,12.40,2:25.27,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
4,11.27,2:33.49,1,10.33,2:30.48,3,10.63,2:31.49,2,10.60,2:31.31,5,12.72,2:37.99,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
4,11.86,2:45.343,1,11.07,2:41.550,3,11.39,2:42.874,2,11.25,2:42.559,5,13.34,2:51.326,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m(2),w,RepSemifinals,2
