Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME
1,12.92,12.92,3,13.13,13.13,2,13.00,13.00,4,13.24,13.24
1,10.76,23.68,2,10.68,23.81,3,10.82,23.82,4,10.62,23.86
1,10.16,33.84,2,10.12,33.93,3,10.16,33.98,4,10.17,34.03
1,9.25,43.09,3,9.27,43.20,2,9.21,43.19,4,9.25,43.28
1,9.16,52.25,4,9.38,52.58,3,9.22,52.41,2,9.06,52.34
1,9.25,1:01.50,4,9.32,1:01.90,3,9.34,1:01.75,2,9.25,1:01.59
1,9.17,1:10.67,4,9.06,1:10.96,3,9.06,1:10.81,2,9.14,1:10.73
1,9.14,1:19.81,4,9.11,1:20.07,2,9.08,1:19.89,3,9.23,1:19.96
1,9.29,1:29.094,4,9.32,1:29.390,2,9.27,1:29.155,3,9.25,1:29.204
