Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,LO Wei-Lin POSITION,LO Wei-Lin LAP TIME,LO Wei-Lin ELAPSED TIME,Benjamin STUTHRIDGE POSITION,Benjamin STUTHRIDGE LAP TIME,Benjamin STUTHRIDGE ELAPSED TIME
2,7.152,7.152,4,7.364,7.364,3,7.359,7.359,1,7.145,7.145
2,9.526,16.677,1,9.255,16.618,3,9.577,16.935,4,10.558,17.703
1,8.993,25.670,2,9.088,25.705,3,9.306,26.241,4,9.738,27.441
2,9.292,34.962,1,9.237,34.942,3,9.585,35.825,4,9.876,37.316
2,9.43,44.387,1,9.42,44.354,3,9.88,45.696,4,10.43,47.737
