Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
3,14.476,14.476,2,14.323,14.323,1,14.196,14.196
3,11.113,25.589,2,10.959,25.282,1,11.043,25.238
3,10.860,36.449,1,10.926,36.208,2,11.094,36.332
3,10.719,47.168,1,10.675,46.882,2,10.698,47.031
3,10.520,57.688,1,10.595,57.478,2,10.502,57.533
3,9.882,1:07.570,1,9.865,1:07.343,2,9.905,1:07.437
3,9.967,1:17.537,1,9.967,1:17.309,2,10.088,1:17.526
1,10.171,1:27.708,2,10.441,1:27.750,3,10.317,1:27.843
1,10.043,1:37.751,3,10.554,1:38.304,2,10.381,1:38.223
