Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME,Federico CHAVES POSITION,Federico CHAVES LAP TIME,Federico CHAVES ELAPSED TIME
3,13.38,13.38,1,13.18,13.18,2,13.25,13.25,4,13.55,13.55,5,13.69,13.69
3,10.37,23.75,1,10.38,23.56,2,10.35,23.60,4,10.31,23.86,5,10.26,23.95
3,9.68,33.43,2,9.73,33.29,1,9.44,33.04,4,9.78,33.64,5,10.10,34.05
3,9.26,42.69,2,9.27,42.56,1,9.39,42.43,4,9.37,43.01,5,10.13,44.18
3,9.34,52.03,2,9.35,51.91,1,9.37,51.80,4,9.50,52.51,5,10.43,54.61
3,9.27,1:01.30,2,9.39,1:01.30,1,9.41,1:01.21,4,9.96,1:02.47,5,10.88,1:05.49
1,8.98,1:10.28,2,9.40,1:10.70,3,9.71,1:10.92,4,10.27,1:12.74,5,11.42,1:16.91
1,9.13,1:19.41,2,9.49,1:20.19,3,9.78,1:20.70,4,10.42,1:23.16,5,12.67,1:29.58
1,9.70,1:29.101,2,9.66,1:29.845,3,10.13,1:30.825,4,10.87,1:34.029,5,13.27,1:42.842
