YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Danabek KHAIROV POSITION,Danabek KHAIROV LAP TIME,Danabek KHAIROV ELAPSED TIME
1,6.89,6.89,2,7.07,7.07,3,7.24,7.24,4,7.37,7.37
1,8.95,15.84,2,8.85,15.92,4,9.17,16.41,3,8.91,16.28
1,8.78,24.62,2,8.76,24.68,4,9.03,25.44,3,8.92,25.20
1,8.89,33.51,2,8.90,33.58,4,9.19,34.63,3,9.04,34.24
1,9.14,42.644,2,9.17,42.747,4,9.58,44.201,3,9.54,43.772
