Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME,WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME
3,14.900,14.900,2,14.870,14.870,1,14.252,14.252,4,14.903,14.903
4,11.070,25.969,2,10.901,25.771,1,11.171,25.423,3,10.921,25.824
4,10.951,36.920,2,10.949,36.720,1,11.041,36.463,3,10.962,36.785
4,10.795,47.714,1,10.737,47.457,3,11.194,47.657,2,10.811,47.596
3,10.664,58.378,1,10.707,58.163,4,10.892,58.548,2,10.648,58.243
3,10.689,1:09.067,1,10.700,1:08.862,4,10.804,1:09.351,2,10.703,1:08.946
3,10.224,1:19.290,1,10.187,1:19.049,4,10.911,1:20.262,2,10.170,1:19.115
3,9.856,1:29.145,1,9.907,1:28.955,4,11.130,1:31.391,2,9.869,1:28.984
3,9.82,1:38.961,2,9.94,1:38.891,4,11.45,1:42.840,1,9.64,1:38.623
