CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME
1,12.92,12.92,3,13.03,13.03,2,12.98,12.98,4,13.18,13.18
1,9.85,22.77,3,9.84,22.87,2,9.81,22.79,4,9.77,22.95
2,9.68,32.45,3,9.67,32.54,1,9.56,32.35,4,9.70,32.65
1,9.66,42.11,3,9.79,42.33,2,9.88,42.23,4,9.79,42.44
1,9.85,51.96,4,9.85,52.18,2,9.82,52.05,3,9.72,52.16
1,9.71,1:01.67,4,9.80,1:01.98,2,9.74,1:01.79,3,9.73,1:01.89
1,9.44,1:11.11,4,9.48,1:11.46,2,9.46,1:11.25,3,9.46,1:11.35
1,9.41,1:20.52,4,9.49,1:20.95,3,9.39,1:20.64,2,9.28,1:20.63
1,9.49,1:30.006,4,9.71,1:30.654,3,9.69,1:30.323,2,9.45,1:30.075
