LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,Ieva HAINO POSITION,Ieva HAINO LAP TIME,Ieva HAINO ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME,Natalija SMOGAR POSITION,Natalija SMOGAR LAP TIME,Natalija SMOGAR ELAPSED TIME
2,16.85,16.85,3,16.98,16.98,1,16.69,16.69,4,17.09,17.09
2,13.58,30.43,3,13.58,30.56,1,13.54,30.23,4,13.57,30.66
2,12.19,42.62,3,12.12,42.68,1,12.30,42.53,4,12.12,42.78
2,10.82,53.44,4,11.17,53.85,1,10.77,53.30,3,10.87,53.65
2,10.39,1:03.83,4,10.38,1:04.23,1,10.40,1:03.70,3,10.39,1:04.04
2,10.32,1:14.15,4,10.51,1:14.74,1,10.43,1:14.13,3,10.38,1:14.42
1,9.93,1:24.08,4,10.78,1:25.52,2,10.36,1:24.49,3,10.64,1:25.06
1,10.02,1:34.10,4,11.19,1:36.71,2,10.48,1:34.97,3,11.20,1:36.26
1,10.31,1:44.402,4,11.62,1:48.321,2,10.89,1:45.857,3,11.74,1:47.995
