Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Alix-Myra ANDERSON POSITION,Alix-Myra ANDERSON LAP TIME,Alix-Myra ANDERSON ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME
1,13.71,13.71,3,13.88,13.88,4,14.01,14.01,2,13.82,13.82
2,10.87,24.58,1,10.59,24.47,4,10.84,24.85,3,10.85,24.67
2,10.26,34.84,1,10.24,34.71,4,10.21,35.06,3,10.28,34.95
2,10.06,44.90,1,10.07,44.78,4,10.02,45.08,3,10.03,44.98
2,10.34,55.24,1,10.25,55.03,4,10.42,55.50,3,10.40,55.38
2,9.96,1:05.20,1,10.09,1:05.12,4,10.20,1:05.70,3,9.91,1:05.29
2,9.92,1:15.12,1,9.88,1:15.00,4,10.25,1:15.95,3,9.94,1:15.23
2,9.78,1:24.90,1,9.80,1:24.80,4,10.60,1:26.55,3,9.79,1:25.02
2,9.67,1:34.561,1,9.74,1:34.536,4,11.16,1:37.710,3,10.09,1:35.109
