Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Stefan HORVATH POSITION,Stefan HORVATH LAP TIME,Stefan HORVATH ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME
3,7.53,7.53,2,7.19,7.19,1,6.92,6.92,4,7.89,7.89
3,9.99,17.52,2,9.78,16.97,1,9.53,16.46,4,11.52,19.41
3,9.03,26.56,2,9.18,26.15,1,9.11,25.57,4,11.24,30.66
3,9.49,36.05,2,9.88,36.04,1,8.99,34.57,4,10.98,41.64
2,9.73,45.774,3,10.15,46.183,1,9.61,44.180,4,11.17,52.802
