Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
3,15.273,15.273,2,15.228,15.228,1,14.902,14.902
3,12.448,27.721,1,12.225,27.453,2,12.781,27.683
3,10.785,38.506,2,10.887,38.340,1,10.427,38.110
3,10.833,49.339,2,10.676,49.017,1,10.899,49.008
3,9.540,58.880,1,9.561,58.577,2,9.643,58.652
3,9.478,1:08.357,1,9.546,1:08.123,2,9.544,1:08.196
3,9.485,1:17.843,1,9.461,1:17.584,2,9.568,1:17.764
3,9.523,1:27.365,1,9.492,1:27.076,2,9.389,1:27.153
3,9.637,1:37.002,2,9.577,1:36.653,1,9.483,1:36.636
