J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,6.65,6.65,2,6.76,6.76,3,6.88,6.88,4,7.04,7.04
1,8.83,15.48,2,8.81,15.57,3,8.79,15.67,4,8.77,15.81
1,8.19,23.67,2,8.19,23.76,3,8.16,23.83,4,8.15,23.96
1,8.28,31.95,2,8.27,32.03,3,8.27,32.10,4,8.27,32.23
1,8.51,40.460,2,8.49,40.515,3,8.49,40.582,4,8.47,40.699
