Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME
2,13.27,13.27,3,13.36,13.36,1,13.16,13.16,4,13.47,13.47
2,10.37,23.64,3,10.37,23.73,1,10.39,23.55,4,10.37,23.84
2,10.59,34.23,3,10.59,34.32,1,10.65,34.20,4,10.58,34.42
1,9.87,44.10,2,10.05,44.37,4,10.61,44.81,3,10.07,44.49
1,9.87,53.97,2,9.73,54.10,4,10.17,54.98,3,9.73,54.22
1,9.62,1:03.59,2,9.59,1:03.69,4,9.85,1:04.83,3,9.60,1:03.82
1,9.50,1:13.09,2,9.51,1:13.20,4,9.95,1:14.78,3,9.55,1:13.37
1,9.74,1:22.83,2,9.71,1:22.91,4,10.25,1:25.03,3,9.82,1:23.19
1,10.16,1:32.982,0,,PEN,3,10.64,1:35.665,2,10.12,1:33.302
