Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME
1,14.06,14.06,3,14.26,14.26,4,14.27,14.27,2,14.10,14.10,5,14.37,14.37
3,10.77,24.83,4,10.71,24.97,2,10.30,24.57,1,10.37,24.47,5,10.73,25.10
2,10.02,34.85,5,10.27,35.24,3,10.41,34.98,1,10.33,34.80,4,10.00,35.10
2,9.94,44.79,5,9.90,45.14,3,9.91,44.89,1,9.82,44.62,4,9.91,45.01
2,9.94,54.73,5,9.92,55.06,3,9.94,54.83,1,10.01,54.63,4,9.94,54.95
2,9.71,1:04.44,5,9.80,1:04.86,3,9.72,1:04.55,1,9.68,1:04.31,4,9.72,1:04.67
2,9.53,1:13.97,5,9.50,1:14.36,3,9.51,1:14.06,1,9.55,1:13.86,4,9.49,1:14.16
2,9.60,1:23.57,5,9.62,1:23.98,3,9.62,1:23.68,1,9.67,1:23.53,4,9.56,1:23.72
3,9.91,1:33.48,5,9.91,1:33.89,4,9.84,1:33.52,0,,PHOTO,0,,PHOTO
