Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME
1,6.83,6.83,2,7.06,7.06,3,7.17,7.17,4,7.25,7.25
1,8.95,15.78,2,8.98,16.04,3,8.97,16.14,4,9.02,16.27
1,8.55,24.33,2,8.54,24.58,3,8.51,24.65,4,8.64,24.91
1,8.77,33.10,2,8.76,33.34,3,8.77,33.42,4,9.01,33.92
1,9.90,42.100,2,8.97,42.304,3,8.99,42.407,4,9.57,43.485
