LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME
2,6.99,6.99,1,6.83,6.83,3,7.18,7.18,4,7.26,7.26
2,8.96,15.95,1,8.76,15.59,3,8.98,16.16,4,9.03,16.29
2,8.34,24.29,1,8.48,24.07,3,8.33,24.49,4,8.35,24.64
2,8.58,32.87,1,8.65,32.72,4,8.59,33.08,3,8.42,33.06
2,8.70,41.57,1,8.82,41.54,4,8.98,42.06,3,8.69,41.75
