Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME
1,6.97,6.97,3,7.12,7.12,2,7.12,7.12,4,7.13,7.13
4,10.13,17.11,1,9.35,16.48,3,9.57,16.70,2,9.49,16.62
4,8.95,26.06,1,8.81,25.29,3,9.18,25.89,2,8.88,25.50
3,8.96,35.03,1,8.95,34.24,4,9.18,35.08,2,8.93,34.44
2,9.55,44.571,1,9.24,43.475,3,9.78,44.855,0,,DQ
