DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,IZAFATAVA Hanna POSITION,IZAFATAVA Hanna LAP TIME,IZAFATAVA Hanna ELAPSED TIME,DUBROVA Uliana POSITION,DUBROVA Uliana LAP TIME,DUBROVA Uliana ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME
2,14.30,14.30,3,14.44,14.44,1,14.14,14.14,5,14.70,14.70,4,14.60,14.60
1,10.60,24.90,2,10.56,25.00,4,11.01,25.15,5,10.57,25.27,3,10.54,25.14
2,9.97,34.87,4,10.10,35.10,5,10.12,35.27,3,9.69,34.96,1,9.67,34.81
2,9.86,44.73,4,9.88,44.98,5,9.88,45.15,3,9.88,44.84,1,9.84,44.65
2,9.89,54.62,4,9.92,54.90,5,9.92,55.07,3,9.91,54.75,1,9.88,54.53
2,9.72,1:04.34,4,9.93,1:04.83,5,9.94,1:05.01,3,9.80,1:04.55,1,9.74,1:04.27
2,9.60,1:13.94,4,10.18,1:15.01,5,10.18,1:15.19,3,9.91,1:14.46,1,9.56,1:13.83
2,9.56,1:23.50,4,10.47,1:25.48,5,10.62,1:25.81,3,10.28,1:24.74,1,9.61,1:23.44
1,9.45,1:32.95,4,10.78,1:36.26,5,10.98,1:36.79,3,10.74,1:35.48,2,9.85,1:33.29
