YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Michal CUJA POSITION,Michal CUJA LAP TIME,Michal CUJA ELAPSED TIME
1,7.21,7.21,2,7.32,7.32,3,7.60,7.60
1,9.16,16.37,2,9.44,16.76,3,9.84,17.44
1,8.82,25.19,2,8.93,25.69,3,9.63,27.07
1,8.99,34.18,2,9.05,34.74,3,9.86,36.93
1,9.17,43.347,2,9.39,44.127,3,10.25,47.180
