Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
3,7.13,7.13,1,6.69,6.69,4,7.23,7.23,2,6.90,6.90
2,9.27,16.40,1,9.37,16.06,4,9.39,16.62,3,9.51,16.41
2,8.73,25.13,1,8.80,24.86,4,8.86,25.48,3,8.94,25.35
2,8.79,33.92,1,8.93,33.79,4,8.78,34.26,3,8.91,34.26
2,9.03,42.949,1,9.10,42.883,3,8.81,43.063,4,9.15,43.405
