LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Emil KARNEEV POSITION,Emil KARNEEV LAP TIME,Emil KARNEEV ELAPSED TIME,Kyle UYEHARA POSITION,Kyle UYEHARA LAP TIME,Kyle UYEHARA ELAPSED TIME
1,6.94,6.94,2,7.14,7.14,4,7.42,7.42,3,7.26,7.26
1,8.95,15.89,3,9.32,16.46,4,9.15,16.57,2,9.04,16.30
1,8.92,24.81,3,9.01,25.47,4,9.02,25.59,2,8.78,25.08
1,8.61,33.42,4,8.71,34.18,3,8.58,34.17,2,8.46,33.54
1,9.02,42.435,4,9.65,43.823,3,9.32,43.481,2,9.01,42.543
